,State,County,Votes_Left,Votes_Right,total_shootings,shootings_normalized
3463,Texas,Montgomery County,193224,74255,0,0
3464,Texas,Moore County,4356,1059,0,0
3465,Texas,Morris County,3841,1664,0,0
3466,Texas,Motley County,604,46,0,0
3467,Texas,Nacogdoches County,17359,8989,0,0
3468,Texas,Navarro County,13787,5097,0,0
3469,Texas,Newton County,4882,1175,0,0
3470,Texas,Nolan County,4127,1161,0,0
3471,Texas,Nueces County,64467,60749,0,0
3472,Texas,Ochiltree County,2811,302,0,0
3473,Texas,Oldham County,917,81,0,0
3474,Texas,Orange County,29170,6354,0,0
3475,Texas,Palo Pinto County,10170,2177,0,0
3476,Texas,Panola County,9322,2057,0,0
3477,Texas,Parker County,61584,12789,0,0
3478,Texas,Parmer County,2133,488,0,0
3479,Texas,Pecos County,3213,1378,0,0
3480,Texas,Polk County,18496,5353,0,0
3481,Texas,Potter County,22732,9867,0,0
3482,Texas,Presidio County,721,1463,0,0
3483,Texas,Rains County,5147,841,0,0
3484,Texas,Randall County,57695,11414,0,0
3485,Texas,Reagan County,942,172,0,0
3486,Texas,Real County,1643,320,0,0
3487,Texas,Red River County,4513,1244,0,0
3488,Texas,Reeves County,2249,1394,0,0
3489,Texas,Refugio County,2210,1108,0,0
3490,Texas,Roberts County,529,17,0,0
3491,Texas,Robertson County,5631,2359,0,0
3492,Texas,Rockwall County,38842,18149,0,0
3493,Texas,Runnels County,3682,531,0,0
3494,Texas,Rusk County,16511,4624,0,0
3495,Texas,Sabine County,4767,662,0,0
3496,Texas,San Augustine County,3005,979,0,0
3497,Texas,San Jacinto County,10154,2332,0,0
3498,Texas,San Patricio County,16495,8971,0,0
3499,Texas,San Saba County,2308,287,0,0
3500,Texas,Schleicher County,939,211,0,0
3501,Texas,Scurry County,4978,818,0,0
3502,Texas,Shackelford County,1484,130,0,0
3503,Texas,Shelby County,7962,2058,0,0
3504,Texas,Sherman County,885,91,0,0
3505,Texas,Smith County,68546,29343,0,0
3506,Texas,Somervell County,4099,768,0,0
3507,Texas,Starr County,8224,9099,0,0
3508,Texas,Stephens County,3385,396,0,0
3509,Texas,Sterling County,584,51,0,0
3510,Texas,Stonewall County,615,116,0,0
3511,Texas,Sutton County,1222,322,0,0
3512,Texas,Swisher County,1842,478,0,0
3513,Texas,Tarrant County,403271,403698,0,0
3514,Texas,Taylor County,39439,14489,0,0
3515,Texas,Terrell County,334,119,0,0
3516,Texas,Terry County,2809,757,0,0
3517,Texas,Throckmorton County,806,82,0,0
3518,Texas,Titus County,7563,2852,0,0
3519,Texas,Tom Green County,32129,12106,0,0
3520,Texas,Travis County,159907,432062,0,0
3521,Texas,Trinity County,5579,1323,0,0
3522,Texas,Tyler County,8095,1390,0,0
3523,Texas,Upshur County,15775,2869,0,0
3524,Texas,Upton County,1176,169,0,0
3525,Texas,Uvalde County,6160,4066,0,0
3526,Texas,Val Verde County,7839,6401,0,0
3527,Texas,Van Zandt County,22126,3419,0,0
3528,Texas,Victoria County,23347,10371,0,0
3529,Texas,Walker County,15368,7875,0,0
3530,Texas,Waller County,14206,8130,0,0
3531,Texas,Ward County,3238,761,0,0
3532,Texas,Washington County,12949,4254,0,0
3533,Texas,Webb County,25898,41820,0,0
3534,Texas,Wharton County,11892,4671,0,0
3535,Texas,Wheeler County,2158,168,0,0
3536,Texas,Wichita County,31930,13024,0,0
3537,Texas,Wilbarger County,3520,954,0,0
3538,Texas,Willacy County,2437,3097,0,0
3539,Texas,Williamson County,138649,142457,0,0
3540,Texas,Wilson County,18457,6350,0,0
3541,Texas,Winkler County,1753,358,0,0
3542,Texas,Wise County,26986,4953,0,0
3543,Texas,Wood County,18962,3487,0,0
3544,Texas,Yoakum County,2172,419,0,0
3545,Texas,Young County,7112,1036,0,0
3546,Texas,Zapata County,2032,1820,0,0
3547,Texas,Zavala County,1490,2864,0,0
3548,Utah,Beaver County,2673,356,0,0
3549,Utah,Box Elder County,20660,4280,0,0
3550,Utah,Cache County,34377,15246,0,0
3551,Utah,Carbon County,6255,2306,0,0
3552,Utah,Daggett County,473,105,0,0
3553,Utah,Davis County,87549,51017,0,0
3554,Utah,Duchesne County,7445,830,0,0
3555,Utah,Emery County,4166,566,0,0
3556,Utah,Garfield County,2149,513,0,0
3557,Utah,Grand County,2168,2733,0,0
3558,Utah,Iron County,18113,4673,0,0
3559,Utah,Juab County,5069,638,0,0
3560,Utah,Kane County,2777,1005,0,0
3561,Utah,Millard County,4267,529,0,0
3562,Utah,Morgan County,4957,1060,0,0
3563,Utah,Piute County,773,86,0,0
3564,Utah,Rich County,1118,178,0,0
3565,Utah,Salt Lake County,162607,226446,0,0
3566,Utah,San Juan County,2634,2451,0,0
3567,Utah,Sanpete County,9961,1724,0,0
3568,Utah,Sevier County,8427,1032,0,0
3569,Utah,Summit County,6122,11733,0,0
3570,Utah,Tooele County,19531,8498,0,0
3571,Utah,Uintah County,12777,1601,0,0
3572,Utah,Utah County,171563,68568,0,0
3573,Utah,Wasatch County,9953,5762,0,0
3574,Utah,Washington County,65601,20065,0,0
3575,Utah,Wayne County,1207,362,0,0
3576,Utah,Weber County,64066,39652,0,0
3577,Vermont,Jamaica,149,406,0,0
3578,Vermont,Jay,139,144,0,0
3579,Vermont,Jericho,904,2657,0,0
3580,Vermont,Johnson,528,994,0,0
3581,Vermont,Kirby,129,190,0,0
3582,Vermont,Landgrove,0,0,0,0
3583,Vermont,Leicester,230,296,0,0
3584,Vermont,Lemington,23,25,0,0
3585,Vermont,Lincoln,211,723,0,0
3586,Vermont,Londonderry,347,744,0,0
3587,Vermont,Barnet,437,624,0,0
3588,Vermont,Lowell,273,201,0,0
3589,Vermont,Ludlow,473,718,0,0
3590,Vermont,Lunenburg,366,243,0,0
3591,Vermont,Lyndon,1136,1207,0,0
3592,Vermont,Maidstone,74,67,0,0
3593,Vermont,Manchester,732,1985,0,0
3594,Vermont,Marlboro,94,528,0,0
3595,Vermont,Marshfield,336,586,0,0
3596,Vermont,Mendon,314,445,0,0
3597,Vermont,Middlebury,732,3476,0,0
3598,Vermont,Barre,1298,2380,0,0
3599,Vermont,Middlesex,231,977,0,0
3600,Vermont,Middletown Springs,225,308,0,0
3601,Vermont,Milton,2567,3268,0,0
3602,Vermont,Monkton,395,960,0,0
3603,Vermont,Montgomery,278,449,0,0
3604,Vermont,Montpelier,468,4576,0,0
3605,Vermont,Moretown,220,904,0,0
3606,Vermont,Morgan,218,172,0,0
3607,Vermont,Morristown,833,2256,0,0
3608,Vermont,Mount Holly,375,452,0,0
3609,Vermont,Barre Town,2093,2512,0,0
3610,Vermont,Mount Tabor,56,55,0,0
3611,Vermont,Newark,159,169,0,0
3612,Vermont,Newbury,490,682,0,0
3613,Vermont,Newfane,261,842,0,0
3614,Vermont,New Haven,396,732,0,0
3615,Vermont,Newport,757,1033,0,0
3616,Vermont,Newport Town,415,341,0,0
3617,Vermont,Northfield,837,1508,0,0
3618,Vermont,North Hero,250,430,0,0
3619,Vermont,Norton,62,44,0,0
3620,Vermont,Barton,570,687,0,0
3621,Vermont,Norwich,211,2316,0,0
3622,Vermont,Orange,324,261,0,0
3623,Vermont,Orwell,351,367,0,0
3624,Vermont,Panton,137,271,0,0
3625,Vermont,Pawlet,369,496,0,0
3626,Vermont,Peacham,141,357,0,0
3627,Vermont,Peru,71,218,0,0
3628,Vermont,Pittsfield,120,206,0,0
3629,Vermont,Pittsford,784,896,0,0
3630,Vermont,Plainfield,166,606,0,0
3631,Vermont,Belvidere,93,79,0,0
3632,Vermont,Plymouth,121,267,0,0
3633,Vermont,Pomfret,146,509,0,0
3634,Vermont,Poultney,755,844,0,0
3635,Vermont,Pownal,831,892,0,0
3636,Vermont,Proctor,392,534,0,0
3637,Vermont,Putney,235,1234,0,0
3638,Vermont,Randolph,792,1662,0,0
3639,Vermont,Reading,120,312,0,0
3640,Vermont,Readsboro,212,203,0,0
3641,Vermont,Richford,478,434,0,0
3642,Vermont,Bennington,2473,4369,0,0
3643,Vermont,Richmond,572,2287,0,0
3644,Vermont,Ripton,76,280,0,0
3645,Vermont,Rochester,183,526,0,0
3646,Vermont,Rockingham,718,1703,0,0
3647,Vermont,Roxbury,134,281,0,0
3648,Vermont,Royalton,492,930,0,0
3649,Vermont,Rupert,154,269,0,0
3650,Vermont,Rutland,3026,4679,0,0
3651,Vermont,Rutland Town,1038,1365,0,0
3652,Vermont,Ryegate,298,329,0,0
3653,Vermont,Benson,305,258,0,0
3654,Vermont,St. Albans,938,1947,0,0
3655,Vermont,St. Albans Town,1557,2126,0,0
3656,Vermont,St. George,131,310,0,0
3657,Vermont,St. Johnsbury,1218,2033,0,0
3658,Vermont,Salisbury,258,393,0,0
3659,Vermont,Sandgate,96,147,0,0
3660,Vermont,Searsburg,36,28,0,0
3661,Vermont,Shaftsbury,818,1346,0,0
3662,Vermont,Sharon,278,585,0,0
3663,Vermont,Sheffield,163,197,0,0
3664,Vermont,Berkshire,402,284,0,0
3665,Vermont,Shelburne,953,4358,0,0
3666,Vermont,Sheldon,533,435,0,0
3667,Vermont,Killington,255,560,0,0
3668,Vermont,Shoreham,263,445,0,0
3669,Vermont,Shrewsbury,268,395,0,0
3670,Vermont,South Burlington,2271,10057,0,0
3671,Vermont,South Hero,376,903,0,0
3672,Vermont,Springfield,1768,2581,0,0
3673,Vermont,Stamford,267,254,0,0
3674,Vermont,Stannard,28,82,0,0
3675,Vermont,Berlin,520,960,0,0
3676,Vermont,Starksboro,333,636,0,0
3677,Vermont,Stockbridge,123,341,0,0
3678,Vermont,Stowe,599,2706,0,0
3679,Vermont,Strafford,118,656,0,0
3680,Vermont,Stratton,67,119,0,0
3681,Vermont,Sudbury,128,252,0,0
3682,Vermont,Sunderland,240,386,0,0
3683,Vermont,Sutton,275,245,0,0
3684,Vermont,Swanton,1546,1566,0,0
3685,Vermont,Thetford,409,1448,0,0
3686,Vermont,Bethel,381,728,0,0
3687,Vermont,Addison,379,445,0,0
3688,Vermont,Tinmouth,163,170,0,0
3689,Vermont,Topsham,356,273,0,0
3690,Vermont,Townshend,191,553,0,0
3691,Vermont,Troy,394,370,0,0
3692,Vermont,Tunbridge,314,514,0,0
3693,Vermont,Underhill,526,1633,0,0
3694,Vermont,Vergennes,428,1016,0,0
3695,Vermont,Vernon,549,718,0,0
3696,Vermont,Vershire,134,264,0,0
3697,Vermont,Victory,36,17,0,0
3698,Vermont,Bloomfield,73,55,0,0
3699,Vermont,Waitsfield,200,1023,0,0
3700,Vermont,Walden,207,351,0,0
3701,Vermont,Wallingford,563,703,0,0
3702,Vermont,Waltham,102,216,0,0
3703,Vermont,Wardsboro,159,325,0,0
3704,Vermont,Warren,179,1039,0,0
3705,Vermont,Washington,283,306,0,0
3706,Vermont,Waterbury,621,2778,0,0
3707,Vermont,Waterford,387,421,0,0
3708,Vermont,Waterville,209,227,0,0
3709,Vermont,Bolton,218,537,0,0
3710,Vermont,Weathersfield,725,1018,0,0
3711,Vermont,Wells,416,315,0,0
3712,Vermont,West Fairlee,125,219,0,0
3713,Vermont,Westfield,146,190,0,0
3714,Vermont,Westford,413,964,0,0
3715,Vermont,West Haven,70,78,0,0
3716,Vermont,Westminster,429,1303,0,0
3717,Vermont,Westmore,102,126,0,0
3718,Vermont,Weston,114,332,0,0
3719,Vermont,West Rutland,599,499,0,0
3720,Vermont,Bradford,549,893,0,0
3721,Vermont,West Windsor,200,618,0,0
3722,Vermont,Weybridge,78,517,0,0
3723,Vermont,Wheelock,200,236,0,0
3724,Vermont,Whiting,84,124,0,0
3725,Vermont,Whitingham,340,397,0,0
3726,Vermont,Williamstown,923,858,0,0
3727,Vermont,Williston,1699,4961,0,0
3728,Vermont,Wilmington,341,789,0,0
3729,Vermont,Windham,83,187,0,0
3730,Vermont,Windsor,537,1266,0,0
3731,Vermont,Braintree,260,434,0,0
3732,Vermont,Winhall,182,473,0,0
3733,Vermont,Winooski,585,3005,0,0
3734,Vermont,Wolcott,306,589,0,0
3735,Vermont,Woodbury,196,372,0,0
3736,Vermont,Woodford,96,95,0,0
3737,Vermont,Woodstock,402,1645,0,0
3738,Vermont,Worcester,125,464,0,0
3739,Vermont,Brandon,896,1213,0,0
3740,Vermont,Brattleboro,1052,5423,0,0
3741,Vermont,Bridgewater,212,372,0,0
3742,Vermont,Bridport,321,392,0,0
3743,Vermont,Brighton,342,258,0,0
3744,Vermont,Bristol,691,1482,0,0
3745,Vermont,Albany,235,286,0,0
3746,Vermont,Brookfield,307,506,0,0
3747,Vermont,Brookline,96,217,0,0
3748,Vermont,Brownington,265,218,0,0
3749,Vermont,Brunswick,35,27,0,0
3750,Vermont,Burke,366,534,0,0
3751,Vermont,Burlington,936,3925,0,0
3752,Vermont,Cabot,296,558,0,0
3753,Vermont,Calais,221,886,0,0
3754,Vermont,Cambridge,587,1521,0,0
3755,Vermont,Canaan,241,239,0,0
3756,Vermont,Alburgh,499,550,0,0
3757,Vermont,Castleton,1037,1053,0,0
3758,Vermont,Cavendish,297,466,0,0
3759,Vermont,Charleston,274,247,0,0
3760,Vermont,Charlotte,511,2285,0,0
3761,Vermont,Chelsea,284,404,0,0
3762,Vermont,Chester,619,1089,0,0
3763,Vermont,Chittenden,343,473,0,0
3764,Vermont,Clarendon,782,656,0,0
3765,Vermont,Colchester,2852,6452,0,0
3766,Vermont,Concord,343,262,0,0
3767,Vermont,Andover,132,216,0,0
3768,Vermont,Corinth,350,459,0,0
3769,Vermont,Cornwall,145,663,0,0
3770,Vermont,Coventry,294,245,0,0
3771,Vermont,Craftsbury,190,558,0,0
3772,Vermont,Danby,405,325,0,0
3773,Vermont,Danville,559,855,0,0
3774,Vermont,Derby,1280,1167,0,0
3775,Vermont,Dorset,377,997,0,0
3776,Vermont,Dover,295,613,0,0
3777,Vermont,Dummerston,280,1034,0,0
3778,Vermont,Arlington,511,929,0,0
3779,Vermont,Duxbury,243,648,0,0
3780,Vermont,East Haven,65,69,0,0
3781,Vermont,East Montpelier,391,1315,0,0
3782,Vermont,Eden,313,303,0,0
3783,Vermont,Elmore,149,447,0,0
3784,Vermont,Enosburgh,590,640,0,0
3785,Vermont,Essex,3415,9573,0,0
3786,Vermont,Fairfax,1229,1648,0,0
3787,Vermont,Fairfield,474,625,0,0
3788,Vermont,Fair Haven,647,624,0,0
3789,Vermont,Athens,84,120,0,0
3790,Vermont,Fairlee,160,442,0,0
3791,Vermont,Fayston,150,796,0,0
3792,Vermont,Ferrisburg,561,1202,0,0
3793,Vermont,Fletcher,291,494,0,0
3794,Vermont,Franklin,407,318,0,0
3795,Vermont,Georgia,1295,1517,0,0
3796,Vermont,Glover,239,401,0,0
3797,Vermont,Goshen,34,90,0,0
3798,Vermont,Grafton,0,263,0,0
3799,Vermont,Granby,23,20,0,0
3800,Vermont,Bakersfield,272,395,0,0
3801,Vermont,Grand Isle,538,831,0,0
3802,Vermont,Granville,30,136,0,0
3803,Vermont,Greensboro,106,365,0,0
3804,Vermont,Groton,272,248,0,0
3805,Vermont,Guildhall,90,79,0,0
3806,Vermont,Guilford,345,975,0,0
3807,Vermont,Halifax,193,273,0,0
3808,Vermont,Hancock,57,102,0,0
3809,Vermont,Hardwick,576,932,0,0
3810,Vermont,Hartford,1576,4525,0,0
3811,Vermont,Baltimore,72,63,0,0
3812,Vermont,Hartland,631,1511,0,0
3813,Vermont,Highgate,977,698,0,0
3814,Vermont,Hinesburg,749,2254,0,0
3815,Vermont,Holland,210,139,0,0
3816,Vermont,Hubbardton,191,221,0,0
3817,Vermont,Huntington,312,1047,0,0
3818,Vermont,Hyde Park,546,1118,0,0
3819,Vermont,Ira,130,130,0,0
3820,Vermont,Irasburg,405,257,0,0
3821,Vermont,Isle La Motte,147,191,0,0
3822,Vermont,Barnard,177,465,0,0
3823,Virginia,Accomack County,9172,7578,0,0
3824,Virginia,Albemarle County,20711,42132,0,0
3825,Virginia,Alleghany County,5859,2243,0,0
3826,Virginia,Amelia County,5370,2390,0,0
3827,Virginia,Amherst County,11053,5680,0,0
3828,Virginia,Appomattox County,6702,2418,0,0
3829,Virginia,Arlington County,21598,102510,0,0
3830,Virginia,Augusta County,30556,10748,0,0
3831,Virginia,Bath County,1824,674,0,0
3832,Virginia,Bedford County,35369,11986,0,0
3833,Virginia,Bland County,2903,532,0,0
3834,Virginia,Botetourt County,15033,5637,0,0
3835,Virginia,Brunswick County,3343,4533,0,0
3836,Virginia,Buchanan County,8311,1587,0,0
3837,Virginia,Buckingham County,4544,3471,0,0
3838,Virginia,Campbell County,21211,8041,0,0
3839,Virginia,Caroline County,8109,7733,0,0
3840,Virginia,Carroll County,12659,2842,0,0
3841,Virginia,Charles City County,1750,2610,0,0
3842,Virginia,Charlotte County,3815,2317,0,0
3843,Virginia,Chesterfield County,98541,111094,0,0
3844,Virginia,Clarke County,5192,3920,0,0
3845,Virginia,Craig County,2533,585,0,0
3846,Virginia,Culpeper County,16013,10617,0,0
3847,Virginia,Cumberland County,3019,2230,0,0
3848,Virginia,Dickenson County,5746,1501,0,0
3849,Virginia,Dinwiddie County,8695,6224,0,0
3850,Virginia,Essex County,3075,3038,0,0
3851,Virginia,Fairfax County,162312,404886,0,0
3852,Virginia,Fauquier County,25133,17362,0,0
3853,Virginia,Floyd County,6189,2970,0,0
3854,Virginia,Fluvanna County,8071,7289,0,0
3855,Virginia,Franklin County,20797,8312,0,0
3856,Virginia,Frederick County,30126,16021,0,0
3857,Virginia,Giles County,6876,2156,0,0
3858,Virginia,Gloucester County,14875,6964,0,0
3859,Virginia,Goochland County,9896,6623,0,0
3860,Virginia,Grayson County,6529,1535,0,0
3861,Virginia,Greene County,6819,4089,0,0
3862,Virginia,Greensville County,1914,2627,0,0
3863,Virginia,Halifax County,10404,7648,0,0
3864,Virginia,Hanover County,44318,25307,0,0
3865,Virginia,Henrico County,61280,110115,0,0
3866,Virginia,Henry County,16654,9060,0,0
3867,Virginia,Highland County,1092,417,0,0
3868,Virginia,Isle of Wight County,13661,9346,0,0
3869,Virginia,James City County,23059,25374,0,0
3870,Virginia,King and Queen County,2450,1590,0,0
3871,Virginia,King George County,8446,5404,0,0
3872,Virginia,King William County,7320,3260,0,0
3873,Virginia,Lancaster County,3694,3361,0,0
3874,Virginia,Lee County,8365,1489,0,0
3875,Virginia,Loudoun County,81837,137827,0,0
3876,Virginia,Louisa County,13294,8269,0,0
3877,Virginia,Lunenburg County,3586,2413,0,0
3878,Virginia,Madison County,5294,2684,0,0
3879,Virginia,Mathews County,3900,1824,0,0
3880,Virginia,Mecklenburg County,9266,6803,0,0
3881,Virginia,Middlesex County,4196,2491,0,0
3882,Virginia,Montgomery County,20573,23077,0,0
3883,Virginia,Nelson County,4799,4307,0,0
3884,Virginia,New Kent County,8929,3162,0,0
3885,Virginia,Northampton County,2955,3667,0,0
3886,Virginia,Northumberland County,4477,3240,0,0
3887,Virginia,Nottoway County,4032,2976,0,0
3888,Virginia,Orange County,12426,7995,0,0
3889,Virginia,Page County,9316,2982,0,0
3890,Virginia,Patrick County,7474,1948,0,0
3891,Virginia,Pittsylvania County,23704,10053,0,0
3892,Virginia,Powhatan County,14055,5320,0,0
3893,Virginia,Prince Edward County,4434,4973,0,0
3894,Virginia,Prince George County,10106,6870,0,0
3895,Virginia,Prince William County,76432,139502,0,0
3896,Virginia,Pulaski County,12127,4925,0,0
3897,Virginia,Rappahannock County,2815,2096,0,0
3898,Virginia,Richmond County,2547,1513,0,0
3899,Virginia,Roanoke County,33758,21218,0,0
3900,Virginia,Rockbridge County,8047,4022,0,0
3901,Virginia,Rockingham County,28608,9311,0,0
3902,Virginia,Russell County,10879,2373,0,0
3903,Virginia,Scott County,9063,1692,0,0
3904,Virginia,Shenandoah County,16390,6763,0,0
3905,Virginia,Smyth County,10941,2989,0,0
3906,Virginia,Southampton County,5730,3969,0,0
3907,Virginia,Spotsylvania County,39506,34385,0,0
3908,Virginia,Stafford County,37513,40138,0,0
3909,Virginia,Surry County,2025,2397,0,0
3910,Virginia,Sussex County,2217,2822,0,0
3911,Virginia,Tazewell County,16665,3169,0,0
3912,Virginia,Warren County,14033,6564,0,0
3913,Virginia,Washington County,21678,6617,0,0
3914,Virginia,Westmoreland County,5286,4453,0,0
3915,Virginia,Wise County,13315,3084,0,0
3916,Virginia,Wythe County,11733,3143,0,0
3917,Virginia,York County,20087,17410,0,0
3918,Virginia,Alexandria city,14251,65201,0,0
3919,Virginia,Bristol city,5347,2313,0,0
3920,Virginia,Buena Vista city,1863,825,0,0
3921,Virginia,Charlottesville city,3059,20237,0,0
3922,Virginia,Chesapeake city,57651,65330,0,0
3923,Virginia,Colonial Heights city,6007,2972,0,0
3924,Virginia,Covington city,1580,964,0,0
3925,Virginia,Danville city,7396,11615,0,0
3926,Virginia,Emporia city,754,1612,0,0
3927,Virginia,Fairfax city,3982,9120,0,0
3928,Virginia,Falls Church city,1490,7146,0,0
3929,Virginia,Franklin city,1482,2505,0,0
3930,Virginia,Fredericksburg city,4037,8517,0,0
3931,Virginia,Galax city,1836,775,0,0
3932,Virginia,Hampton city,18201,45481,0,0
3933,Virginia,Harrisonburg city,5560,10935,0,0
3934,Virginia,Hopewell city,2378,2972,0,0
3935,Virginia,Lexington city,901,1782,0,0
3936,Virginia,Lynchburg city,16697,17447,0,0
3937,Virginia,Manassas city,6182,10100,0,0
3938,Virginia,Manassas Park city,2062,3913,0,0
3939,Virginia,Martinsville city,2165,3766,0,0
3940,Virginia,Newport News city,25594,50319,0,0
3941,Virginia,Norfolk city,22038,59396,0,0
3942,Virginia,Norton city,1112,464,0,0
3943,Virginia,Petersburg city,1573,12293,0,0
3944,Virginia,Poquoson city,5605,2054,0,0
3945,Virginia,Portsmouth city,12682,30644,0,0
3946,Virginia,Radford city,2786,3358,0,0
3947,Virginia,Richmond city,15707,86460,0,0
3948,Virginia,Roanoke city,15356,25929,0,0
3949,Virginia,Salem city,7683,5148,0,0
3950,Virginia,Staunton city,5642,6886,0,0
3951,Virginia,Suffolk city,20006,28484,0,0
3952,Virginia,Virginia Beach city,115107,134252,0,0
3953,Virginia,Waynesboro city,5474,4918,0,0
3954,Virginia,Williamsburg city,1963,4790,0,0
3955,Virginia,Winchester city,5156,6451,0,0
3956,Washington,Adams County,2361,1064,0,0
3957,Washington,Asotin County,7259,4233,0,0
3958,Washington,Benton County,59053,37434,0,0
3959,Washington,Chelan County,16975,15454,0,0
3960,Washington,Clallam County,19387,21964,0,0
3961,Washington,Clark County,115540,133193,0,0
3962,Washington,Columbia County,1699,644,0,0
3963,Washington,Cowlitz County,33912,23480,0,0
3964,Washington,Douglas County,11241,6727,0,0
3965,Washington,Ferry County,2735,1465,0,0
3966,Washington,Franklin County,17583,12786,0,0
3967,Washington,Garfield County,1062,362,0,0
3968,Washington,Grant County,16662,8386,0,0
3969,Washington,Grays Harbor County,18960,16623,0,0
3970,Washington,Island County,22182,28374,0,0
3971,Washington,Jefferson County,5910,15619,0,0
3972,Washington,King County,260210,885638,0,0
3973,Washington,Kitsap County,58824,87680,0,0
3974,Washington,Kittitas County,11106,9470,0,0
3975,Washington,Klickitat County,6203,5216,0,0
3976,Washington,Lewis County,29074,14316,0,0
3977,Washington,Lincoln County,5095,1694,0,0
3978,Washington,Mason County,18342,16999,0,0
3979,Washington,Okanogan County,6272,5661,0,0
3980,Washington,Pacific County,6176,6283,0,0
3981,Washington,Pend Oreille County,5655,2578,0,0
3982,Washington,Pierce County,193795,244893,0,0
3983,Washington,San Juan County,2769,9209,0,0
3984,Washington,Skagit County,15310,23033,0,0
3985,Washington,Skamania County,3694,3016,0,0
3986,Washington,Snohomish County,157772,245708,0,0
3987,Washington,Spokane County,142122,130820,0,0
3988,Washington,Stevens County,14566,6563,0,0
3989,Washington,Thurston County,54881,86181,0,0
3990,Washington,Wahkiakum County,1711,1150,0,0
3991,Washington,Walla Walla County,8246,8289,0,0
3992,Washington,Whatcom County,49809,82463,0,0
3993,Washington,Whitman County,7245,8794,0,0
3994,Washington,Yakima County,35017,28967,0,0
3995,West Virginia,Barbour County,5094,1438,0,0
3996,West Virginia,Berkeley County,32062,16075,0,0
3997,West Virginia,Boone County,6775,2029,0,0
3998,West Virginia,Braxton County,4115,1453,0,0
3999,West Virginia,Brooke County,7516,2936,0,0
4000,West Virginia,Cabell County,21440,14733,0,0
4001,West Virginia,Calhoun County,2346,563,0,0
4002,West Virginia,Clay County,2661,640,0,0
4003,West Virginia,Doddridge County,2592,432,0,0
4004,West Virginia,Fayette County,11514,5031,0,0
4005,West Virginia,Gilmer County,1997,591,0,0
4006,West Virginia,Grant County,4861,605,0,0
4007,West Virginia,Greenbrier County,10898,4641,0,0
4008,West Virginia,Hampshire County,7829,1919,0,0
4009,West Virginia,Hancock County,9653,3670,0,0
4010,West Virginia,Hardy County,4827,1371,0,0
4011,West Virginia,Harrison County,20581,9149,0,0
4012,West Virginia,Jackson County,10025,3197,0,0
4013,West Virginia,Jefferson County,14813,11831,0,0
4014,West Virginia,Kanawha County,46086,34139,0,0
4015,West Virginia,Lewis County,5759,1531,0,0
4016,West Virginia,Lincoln County,5967,1703,0,0
4017,West Virginia,Logan County,10501,2325,0,0
4018,West Virginia,McDowell County,5125,1323,0,0
4019,West Virginia,Marion County,16218,8836,0,0
4020,West Virginia,Marshall County,10137,3348,0,0
4021,West Virginia,Mason County,8422,2511,0,0
4022,West Virginia,Mercer County,19185,5522,0,0
4023,West Virginia,Mineral County,9904,2579,0,0
4024,West Virginia,Mingo County,8521,1385,0,0
4025,West Virginia,Monongalia County,20656,20064,0,0
4026,West Virginia,Monroe County,5012,1330,0,0
4027,West Virginia,Morgan County,6157,1945,0,0
4028,West Virginia,Nicholas County,8221,2206,0,0
4029,West Virginia,Ohio County,12226,7139,0,0
4030,West Virginia,Pendleton County,2764,816,0,0
4031,West Virginia,Pleasants County,2726,692,0,0
4032,West Virginia,Pocahontas County,2876,1039,0,0
4033,West Virginia,Preston County,11143,3147,0,0
4034,West Virginia,Putnam County,19921,7824,0,0
4035,West Virginia,Raleigh County,24297,7841,0,0
4036,West Virginia,Randolph County,8655,3353,0,0
4037,West Virginia,Ritchie County,3637,585,0,0
4038,West Virginia,Roane County,4199,1451,0,0
4039,West Virginia,Summers County,4068,1444,0,0
4040,West Virginia,Taylor County,5439,1787,0,0
4041,West Virginia,Tucker County,2833,933,0,0
4042,West Virginia,Tyler County,3183,626,0,0
4043,West Virginia,Upshur County,7721,2247,0,0
4044,West Virginia,Wayne County,12462,3964,0,0
4045,West Virginia,Webster County,2737,608,0,0
4046,West Virginia,Wetzel County,4933,1529,0,0
4047,West Virginia,Wirt County,2103,461,0,0
4048,West Virginia,Wood County,26963,10816,0,0
4049,West Virginia,Wyoming County,7254,1149,0,0
4050,Wisconsin,Adams County,7362,4329,0,0
4051,Wisconsin,Ashland County,3845,4794,0,0
4052,Wisconsin,Barron County,15803,9194,0,0
4053,Wisconsin,Bayfield County,4617,6155,0,0
4054,Wisconsin,Brown County,75865,65509,0,0
4055,Wisconsin,Buffalo County,4834,2859,0,0
4056,Wisconsin,Burnett County,6461,3569,0,0
4057,Wisconsin,Calumet County,18142,12115,0,0
4058,Wisconsin,Chippewa County,21316,14001,0,0
4059,Wisconsin,Clark County,10001,4520,0,0
4060,Wisconsin,Columbia County,16925,16408,0,0
4061,Wisconsin,Crawford County,4620,3953,0,0
4062,Wisconsin,Dane County,78789,260157,0,0
4063,Wisconsin,Dodge County,31354,16355,0,0
4064,Wisconsin,Door County,9752,10044,0,0
4065,Wisconsin,Douglas County,10919,13214,0,0
4066,Wisconsin,Dunn County,13176,9909,0,0
4067,Wisconsin,Eau Claire County,25339,31617,0,0
4068,Wisconsin,Florence County,2133,781,0,0
4069,Wisconsin,Fond du Lac County,35754,20588,0,0
